gene	gene_name
ENSG00000173137.12	ADCK5
ENSG00000174697.5	LEP
ENSG00000020633.18	RUNX3
ENSG00000172889.16	EGFL7
ENSG00000174500.13	GCSAM
ENSG00000173213.9	TUBB8P12
ENSG00000073067.14	CYP2W1
ENSG00000063244.12	U2AF2
ENSG00000172519.9	OR10H5
ENSG00000175287.19	PHYHD1
ENSG00000172927.8	MYEOV
ENSG00000174886.13	NDUFA11
ENSG00000173237.4	C11orf86
ENSG00000173581.7	CCDC106
ENSG00000174123.11	TLR10
ENSG00000174125.8	TLR1
ENSG00000177646.19	ACAD9
ENSG00000173207.13	CKS1B
ENSG00000143851.15	PTPN7
ENSG00000173905.8	GOLIM4
ENSG00000002330.13	BAD
ENSG00000173960.14	UBXN2A
ENSG00000175029.17	CTBP2
ENSG00000198707.15	CEP290
ENSG00000084093.17	REST
ENSG00000175279.22	CENPS
ENSG00000174456.14	C12orf76
ENSG00000172954.13	LCLAT1
ENSG00000174306.21	ZHX3
ENSG00000141994.16	DUS3L
ENSG00000159335.16	PTMS
ENSG00000172935.9	MRGPRF
ENSG00000173327.8	MAP3K11
ENSG00000172938.3	MRGPRD
ENSG00000157538.14	VPS26C
ENSG00000175348.11	TMEM9B
ENSG00000172775.17	FAM192A
ENSG00000196099.4	OR6M1
ENSG00000095713.14	CRTAC1
ENSG00000141738.14	GRB7
ENSG00000174898.16	CATSPERD
ENSG00000175352.11	NRIP3
ENSG00000174944.9	P2RY14
ENSG00000174946.6	GPR171
ENSG00000167716.18	WDR81
ENSG00000153113.23	CAST
ENSG00000106853.20	PTGR1
ENSG00000162576.16	MXRA8
ENSG00000249235.1	AC021146.4
ENSG00000010704.18	HFE
ENSG00000173258.12	ZNF483
ENSG00000155846.17	PPARGC1B
ENSG00000105379.9	ETFB
ENSG00000133112.16	TPT1
ENSG00000175356.13	SCUBE2
ENSG00000156508.18	EEF1A1
ENSG00000155367.15	PPM1J
ENSG00000124177.15	CHD6
ENSG00000173578.7	XCR1
ENSG00000173442.13	EHBP1L1
ENSG00000173954.8	SNURFL
ENSG00000167658.16	EEF2
ENSG00000173457.11	PPP1R14B
ENSG00000174917.8	MICOS13
ENSG00000173465.7	ZNRD2
ENSG00000174680.10	GRIK1-AS1
ENSG00000204316.12	MRPL38
ENSG00000173486.13	FKBP2
ENSG00000160469.16	BRSK1
ENSG00000183542.5	KLRC4
ENSG00000173542.8	MOB1B
ENSG00000172769.3	OR5B3
ENSG00000172985.10	SH3RF3
ENSG00000173511.9	VEGFB
ENSG00000117877.10	CD3EAP
ENSG00000141699.11	RETREG3
ENSG00000164162.14	ANAPC10
ENSG00000118263.15	KLF7
ENSG00000174145.8	NWD2
ENSG00000173272.16	MZT2A
ENSG00000130734.10	ATG4D
ENSG00000073605.18	GSDMB
ENSG00000175105.7	ZNF654
ENSG00000163485.17	ADORA1
ENSG00000117411.16	B4GALT2
ENSG00000138796.16	HADH
ENSG00000163320.11	CGGBP1
ENSG00000173391.9	OLR1
ENSG00000203896.10	LIME1
ENSG00000173705.9	SUSD5
ENSG00000175619.3	OR4B1
ENSG00000175040.6	CHST2
ENSG00000173915.16	ATP5MD
ENSG00000173141.5	MRPL57
ENSG00000173621.9	LRFN4
ENSG00000137074.18	APTX
ENSG00000173679.2	OR1L1
ENSG00000113448.19	PDE4D
ENSG00000118518.15	RNF146
ENSG00000173653.7	RCE1
ENSG00000175354.20	PTPN2
ENSG00000140506.16	LMAN1L
ENSG00000175189.4	INHBC
ENSG00000175398.2	OR10P1
ENSG00000172867.4	KRT2
ENSG00000173041.12	ZNF680
ENSG00000125355.15	TMEM255A
ENSG00000175318.12	GRAMD2A
ENSG00000174749.6	FAM241A
ENSG00000166405.15	RIC3
ENSG00000172602.11	RND1
ENSG00000146021.15	KLHL3
ENSG00000173110.8	HSPA6
ENSG00000173769.4	TOPAZ1
ENSG00000173727.12	AP000769.1
ENSG00000015171.19	ZMYND11
ENSG00000160055.19	TMEM234
ENSG00000213186.8	TRIM59
ENSG00000141562.18	NARF
ENSG00000147679.12	UTP23
ENSG00000134278.15	SPIRE1
ENSG00000134184.12	GSTM1
ENSG00000103365.15	GGA2
ENSG00000135968.20	GCC2
ENSG00000173210.19	ABLIM3
ENSG00000174171.6	AC020659.1
ENSG00000126456.16	IRF3
ENSG00000173175.14	ADCY5
ENSG00000173825.7	TIGD3
ENSG00000135218.19	CD36
ENSG00000173991.5	TCAP
ENSG00000074370.18	ATP2A3
ENSG00000174989.13	FBXW8
ENSG00000174173.7	TRMT10C
ENSG00000173302.5	GPR148
ENSG00000123977.10	DAW1
ENSG00000121542.12	SEC22A
ENSG00000163331.11	DAPL1
ENSG00000122729.19	ACO1
ENSG00000003402.20	CFLAR
ENSG00000213995.11	NAXD
ENSG00000129451.12	KLK10
ENSG00000134852.15	CLOCK
ENSG00000119392.14	GLE1
ENSG00000154889.16	MPPE1
ENSG00000137364.5	TPMT
ENSG00000172005.11	MAL
ENSG00000174579.4	MSL2
ENSG00000173898.13	SPTBN2
ENSG00000172845.15	SP3
ENSG00000105929.16	ATP6V0A4
ENSG00000125462.17	C1orf61
ENSG00000171451.14	DSEL
ENSG00000173914.12	RBM4B
ENSG00000071794.16	HLTF
ENSG00000167600.14	CYP2S1
ENSG00000172746.6	RPL12P13
ENSG00000173011.12	TADA2B
ENSG00000173744.17	AGFG1
ENSG00000173013.5	CCDC96
ENSG00000173933.20	RBM4
ENSG00000175536.7	LIPT2
ENSG00000074317.11	SNCB
ENSG00000175166.17	PSMD2
ENSG00000153902.14	LGI4
ENSG00000183434.9	TFDP3
ENSG00000130270.16	ATP8B3
ENSG00000175538.10	KCNE3
ENSG00000007264.15	MATK
ENSG00000239306.4	RBM14
ENSG00000087191.13	PSMC5
ENSG00000167755.15	KLK6
ENSG00000174951.11	FUT1
ENSG00000174460.4	ZCCHC12
ENSG00000174343.6	CHRNA9
ENSG00000173992.9	CCS
ENSG00000172817.4	CYP7B1
ENSG00000284723.1	OR8S1
ENSG00000173404.5	INSM1
ENSG00000244607.6	CCDC13
ENSG00000172640.3	OR10AD1
ENSG00000214021.16	TTLL3
ENSG00000173409.14	ARV1
ENSG00000173218.15	VANGL1
ENSG00000023330.15	ALAS1
ENSG00000073417.15	PDE8A
ENSG00000077454.16	LRCH4
ENSG00000175497.16	DPP10
ENSG00000174080.11	CTSF
ENSG00000243056.2	EIF4EBP3
ENSG00000172915.18	NBEA
ENSG00000174227.16	PIGG
ENSG00000134909.18	ARHGAP32
ENSG00000089225.19	TBX5
ENSG00000175455.15	CCDC14
ENSG00000173612.9	GPRC6A
ENSG00000173200.13	PARP15
ENSG00000088053.11	GP6
ENSG00000173950.16	XXYLT1
ENSG00000175414.7	ARL10
ENSG00000106034.18	CPED1
ENSG00000162804.14	SNED1
ENSG00000173467.9	AGR3
ENSG00000010282.14	HHATL
ENSG00000175416.13	CLTB
ENSG00000175073.8	VCPIP1
ENSG00000173273.16	TNKS
ENSG00000172534.14	HCFC1
ENSG00000174165.8	ZDHHC24
ENSG00000106144.20	CASP2
ENSG00000173418.11	NAA20
ENSG00000115159.16	GPD2
ENSG00000173281.5	PPP1R3B
ENSG00000152076.18	CCDC74B
ENSG00000175567.10	UCP2
ENSG00000143570.18	SLC39A1
ENSG00000169733.12	RFNG
ENSG00000146834.14	MEPCE
ENSG00000149187.18	CELF1
ENSG00000174015.10	SPERT
ENSG00000196689.12	TRPV1
ENSG00000165416.14	SUGT1
ENSG00000125485.17	DDX31
ENSG00000173295.7	FAM86B3P
ENSG00000173868.11	PHOSPHO1
ENSG00000175093.5	SPSB4
ENSG00000175575.12	PAAF1
ENSG00000138074.15	SLC5A6
ENSG00000164362.20	TERT
ENSG00000175182.15	FAM131A
ENSG00000111186.13	WNT5B
ENSG00000174276.6	ZNHIT2
ENSG00000174572.3	RPL10P2
ENSG00000172992.12	DCAKD
ENSG00000174151.14	CYB561D1
ENSG00000173597.9	SULT1B1
ENSG00000175581.13	MRPL48
ENSG00000100285.9	NEFH
ENSG00000187048.13	CYP4A11
ENSG00000175582.19	RAB6A
ENSG00000258484.4	SPESP1
ENSG00000129467.13	ADCY4
ENSG00000173801.17	JUP
ENSG00000156042.18	CFAP70
ENSG00000174599.5	TRAM1L1
ENSG00000155849.15	ELMO1
ENSG00000272752.6	STAG3L5P-PVRIG2P-PILRB
ENSG00000175110.11	MRPS22
ENSG00000173805.15	HAP1
ENSG00000174236.3	REP15
ENSG00000174370.10	C11orf45
ENSG00000172575.12	RASGRP1
ENSG00000129534.14	MIS18BP1
ENSG00000109339.22	MAPK10
ENSG00000151694.14	ADAM17
ENSG00000173276.14	ZBTB21
ENSG00000167851.14	CD300A
ENSG00000174059.16	CD34
ENSG00000174607.11	UGT8
ENSG00000173812.11	EIF1
ENSG00000129480.13	DTD2
ENSG00000174032.17	SLC25A30
ENSG00000173226.17	IQCB1
ENSG00000163121.10	NEURL3
ENSG00000172888.12	ZNF621
ENSG00000174527.9	MYO1H
ENSG00000173389.16	IQCF1
ENSG00000175147.13	TMEM51-AS1
ENSG00000173040.13	EVC2
ENSG00000167291.16	TBC1D16
ENSG00000174640.13	SLCO2A1
ENSG00000115677.17	HDLBP
ENSG00000173930.9	SLCO4C1
ENSG00000117399.14	CDC20
ENSG00000260916.7	CCPG1
ENSG00000033122.20	LRRC7
ENSG00000173852.14	DPY19L1
ENSG00000173349.5	SFT2D3
ENSG00000178821.13	TMEM52
ENSG00000131044.17	TTLL9
ENSG00000174547.13	MRPL11
ENSG00000173231.6	TERF1P1
ENSG00000169682.18	SPNS1
ENSG00000171595.14	DNAI2
ENSG00000172687.13	ZNF738
ENSG00000110514.19	MADD
ENSG00000174576.10	NPAS4
ENSG00000168314.17	MOBP
ENSG00000174586.11	ZNF497
ENSG00000196705.8	ZNF431
ENSG00000153048.11	CARHSP1
ENSG00000173862.3	AC008080.1
ENSG00000174788.10	PCP2
ENSG00000175183.10	CSRP2
ENSG00000172869.14	DMXL1
ENSG00000119661.15	DNAL1
ENSG00000175193.13	PARL
ENSG00000173250.2	GPR151
ENSG00000175426.11	PCSK1
ENSG00000172809.13	RPL38
ENSG00000120029.13	ARMH3
ENSG00000173638.19	SLC19A1
ENSG00000173706.14	HEG1
ENSG00000174839.13	DENND6A
ENSG00000137713.15	PPP2R1B
ENSG00000175591.11	P2RY2
ENSG00000184227.8	ACOT1
ENSG00000092964.18	DPYSL2
ENSG00000136205.17	TNS3
ENSG00000174669.12	SLC29A2
ENSG00000228567.3	VN1R4
ENSG00000137478.15	FCHSD2
ENSG00000170689.10	HOXB9
ENSG00000174840.9	PDE12
ENSG00000174684.7	B4GAT1
ENSG00000174775.17	HRAS
ENSG00000136141.15	LRCH1
ENSG00000174844.14	DNAH12
ENSG00000128422.17	KRT17
ENSG00000120963.12	ZNF706
ENSG00000135821.18	GLUL
ENSG00000066294.14	CD84
ENSG00000074219.13	TEAD2
ENSG00000102786.15	INTS6
ENSG00000250510.8	GPR162
ENSG00000173838.12	MARCH10
ENSG00000164114.19	MAP9
ENSG00000105221.17	AKT2
ENSG00000140798.16	ABCC12
ENSG00000174521.7	TTC9B
ENSG00000136051.14	WASHC4
ENSG00000174791.11	RIN1
ENSG00000174807.4	CD248
ENSG00000197566.10	ZNF624
ENSG00000113552.16	GNPDA1
ENSG00000122557.10	HERPUD2
ENSG00000175324.10	LSM1
ENSG00000175485.2	OR52W1
ENSG00000175449.14	RFESD
ENSG00000173714.7	WFIKKN2
ENSG00000165322.17	ARHGAP12
ENSG00000130349.10	C6orf203
ENSG00000174282.12	ZBTB4
ENSG00000173083.15	HPSE
ENSG00000173456.4	RNF26
ENSG00000172667.11	ZMAT3
ENSG00000188033.10	ZNF490
ENSG00000149452.16	SLC22A8
ENSG00000174871.11	CNIH2
ENSG00000173261.9	PLAC8L1
ENSG00000173085.14	COQ2
ENSG00000174903.16	RAB1B
ENSG00000175097.7	RAG2
ENSG00000137309.19	HMGA1
ENSG00000196642.19	RABL6
ENSG00000087995.15	METTL2A
ENSG00000145287.10	PLAC8
ENSG00000173567.15	ADGRF3
ENSG00000155368.16	DBI
ENSG00000167526.13	RPL13
ENSG00000135070.15	ISCA1
ENSG00000083799.17	CYLD
ENSG00000112033.14	PPARD
ENSG00000174721.9	FGFBP3
ENSG00000124205.17	EDN3
ENSG00000186513.3	OR9Q2
ENSG00000100427.15	MLC1
ENSG00000174705.13	SH3PXD2B
ENSG00000130592.15	LSP1
ENSG00000175311.7	ANKS4B
ENSG00000174792.10	ODAPH
ENSG00000120093.11	HOXB3
ENSG00000174013.8	FBXO45
ENSG00000103264.18	FBXO31
ENSG00000054793.13	ATP9A
ENSG00000174796.12	THAP6
ENSG00000188234.13	AGAP4
ENSG00000175520.9	UBQLN3
ENSG00000173918.15	C1QTNF1
ENSG00000159322.17	ADPGK
ENSG00000173660.12	UQCRH
ENSG00000173064.13	HECTD4
ENSG00000204983.14	PRSS1
ENSG00000078328.20	RBFOX1
ENSG00000175202.4	HIGD2B
ENSG00000174417.2	TRHR
ENSG00000175213.2	ZNF408
ENSG00000172840.6	PDP2
ENSG00000172538.6	FAM170B
ENSG00000165583.14	SSX5
ENSG00000172939.9	OXSR1
ENSG00000174226.9	SNX31
ENSG00000240583.12	AQP1
ENSG00000105982.16	RNF32
ENSG00000173357.12	AC007967.1
ENSG00000173163.10	COMMD1
ENSG00000256407.2	AL357673.1
ENSG00000157227.13	MMP14
ENSG00000172940.12	SLC22A13
ENSG00000186652.10	PRG2
ENSG00000172717.16	FAM71D
ENSG00000091732.16	ZC3HC1
ENSG00000173641.17	HSPB7
ENSG00000172590.18	MRPL52
ENSG00000136003.15	ISCU
ENSG00000175595.14	ERCC4
ENSG00000180210.14	F2
ENSG00000215168.2	AL139276.1
ENSG00000174206.12	C12orf66
ENSG00000107815.10	TWNK
ENSG00000168813.17	ZNF507
ENSG00000173334.4	TRIB1
ENSG00000172680.1	MOS
ENSG00000172724.12	CCL19
ENSG00000092108.20	SCFD1
ENSG00000172548.14	NIPAL4
ENSG00000174429.4	ABRA
ENSG00000175220.12	ARHGAP1
ENSG00000135423.13	GLS2
ENSG00000241014.2	AC114490.1
ENSG00000175229.7	GAL3ST3
ENSG00000055483.19	AC022966.1
ENSG00000174450.11	GOLGA6L2
ENSG00000175604.2	AC007601.1
ENSG00000173480.11	ZNF417
ENSG00000164587.13	RPS14
ENSG00000133895.14	MEN1
ENSG00000175216.14	CKAP5
ENSG00000174177.13	CTU2
ENSG00000109685.18	NSD2
ENSG00000175294.5	CATSPER1
ENSG00000205560.12	CPT1B
ENSG00000170629.14	DPY19L2P2
ENSG00000175315.3	CST6
ENSG00000174600.14	CMKLR1
ENSG00000204897.6	KRT25
ENSG00000174914.2	OR9G1
ENSG00000123405.14	NFE2
ENSG00000174885.12	NLRP6
ENSG00000254871.1	AC024475.2
ENSG00000175334.8	BANF1
ENSG00000175606.11	TMEM70
ENSG00000119403.15	PHF19
ENSG00000005302.18	MSL3
ENSG00000143409.15	MINDY1
ENSG00000174028.6	FAM3C2
ENSG00000175471.19	MCTP1
ENSG00000174332.5	GLIS1
ENSG00000175376.9	EIF1AD
ENSG00000127483.18	HP1BP3
ENSG00000174937.4	OR5M3
ENSG00000103174.13	NAGPA
ENSG00000143164.15	DCAF6
ENSG00000099338.23	CATSPERG
ENSG00000174899.11	PQLC2L
ENSG00000109099.15	PMP22
ENSG00000124222.22	STX16
ENSG00000174038.13	C9orf131
ENSG00000110195.13	FOLR1
ENSG00000175077.5	RTP1
ENSG00000174957.1	OR5J2
ENSG00000172912.4	COX6B1P3
ENSG00000137094.14	DNAJB5
ENSG00000174970.5	OR10AG1
ENSG00000172568.5	FNDC9
ENSG00000100433.15	KCNK10
ENSG00000152556.17	PFKM
ENSG00000072195.15	SPEG
ENSG00000174945.13	AMZ1
ENSG00000105784.15	RUNDC3B
ENSG00000161800.13	RACGAP1
ENSG00000175463.11	TBC1D10C
ENSG00000175467.15	SART1
ENSG00000256713.7	PGA5
ENSG00000130559.19	CAMSAP1
ENSG00000011021.23	CLCN6
ENSG00000175482.9	POLD4
ENSG00000174982.3	OR4S2
ENSG00000173928.2	SWSAP1
ENSG00000118997.14	DNAH7
ENSG00000175505.11	CLCF1
ENSG00000173401.9	GLIPR1L1
ENSG00000175514.2	GPR152
ENSG00000138675.16	FGF5
ENSG00000259494.2	MRPL46
ENSG00000172789.3	HOXC5
ENSG00000173517.10	PEAK1
ENSG00000175643.10	RMI2
ENSG00000174453.9	VWC2L
ENSG00000175646.4	PRM1
ENSG00000175550.8	DRAP1
ENSG00000174738.13	NR1D2
ENSG00000109956.13	B3GAT1
ENSG00000112763.17	BTN2A1
ENSG00000130724.8	CHMP2A
ENSG00000174348.13	PODN
ENSG00000174718.12	RESF1
ENSG00000175592.8	FOSL1
ENSG00000175602.3	CCDC85B
ENSG00000173530.6	TNFRSF10D
ENSG00000174740.8	PABPC5
ENSG00000226288.2	OR52I2
ENSG00000175634.15	RPS6KB2
ENSG00000174132.9	FAM174A
ENSG00000173762.8	CD7
ENSG00000175155.9	YPEL2
ENSG00000054179.12	ENTPD2
ENSG00000178279.4	TNP2
ENSG00000177261.8	ENSAP3
ENSG00000249853.7	HS3ST5
ENSG00000143774.16	GUK1
ENSG00000211451.12	GNRHR2
ENSG00000139437.18	TCHP
ENSG00000087586.17	AURKA
ENSG00000215910.7	C1orf167
ENSG00000146802.12	TMEM168
ENSG00000176641.11	RNF152
ENSG00000158717.10	RNF166
ENSG00000168453.15	HR
ENSG00000181016.9	LSMEM1
ENSG00000104973.18	MED25
ENSG00000215208.3	KRT18P60
ENSG00000176402.5	GJC3
ENSG00000115548.17	KDM3A
ENSG00000164252.13	AGGF1
ENSG00000180316.12	PNPLA1
ENSG00000180152.3	XIAPP3
ENSG00000066422.4	ZBTB11
ENSG00000198553.9	KCNRG
ENSG00000146094.14	DOK3
ENSG00000154721.15	JAM2
ENSG00000181788.4	SIAH2
ENSG00000129347.20	KRI1
ENSG00000180221.6	TPT1P10
ENSG00000152086.9	TUBA3E
ENSG00000172531.15	PPP1CA
ENSG00000081177.18	EXD2
ENSG00000186318.16	BACE1
ENSG00000137509.11	PRCP
ENSG00000181693.8	OR8H1
ENSG00000178685.14	PARP10
ENSG00000235072.2	AC012074.1
ENSG00000276053.4	LAIR1
ENSG00000131115.16	ZNF227
ENSG00000160801.14	PTH1R
ENSG00000181396.13	OGFOD3
ENSG00000181798.3	LINC00471
ENSG00000081803.16	CADPS2
ENSG00000176165.10	FOXG1
ENSG00000173264.14	GPR137
ENSG00000129667.12	RHBDF2
ENSG00000180448.10	AC004151.1
ENSG00000177556.12	ATOX1
ENSG00000147124.12	ZNF41
ENSG00000115875.19	SRSF7
ENSG00000181408.3	UTS2R
ENSG00000161202.20	DVL3
ENSG00000143319.16	ISG20L2
ENSG00000112936.18	C7
ENSG00000175879.9	HOXD8
ENSG00000138614.15	INTS14
ENSG00000176732.6	PFN4
ENSG00000147457.14	CHMP7
ENSG00000161040.16	FBXL13
ENSG00000167767.14	KRT80
ENSG00000149582.16	TMEM25
ENSG00000056487.16	PHF21B
ENSG00000111837.11	MAK
ENSG00000125733.18	TRIP10
ENSG00000157326.19	DHRS4
ENSG00000176200.1	OR4D11
ENSG00000181718.6	OR5T2
ENSG00000178719.17	GRINA
ENSG00000013810.19	TACC3
ENSG00000249961.9	TERB1
ENSG00000178722.13	C5orf64
ENSG00000077327.16	SPAG6
ENSG00000178397.13	FAM220A
ENSG00000134717.18	BTF3L4
ENSG00000178403.4	NEUROG2
ENSG00000215861.6	AC245297.1
ENSG00000179833.4	SERTAD2
ENSG00000163539.17	CLASP2
ENSG00000179950.13	PUF60
ENSG00000070882.13	OSBPL3
ENSG00000178913.7	TAF7
ENSG00000009950.16	MLXIPL
ENSG00000145916.19	RMND5B
ENSG00000176749.9	CDK5R1
ENSG00000273707.4	CDKN1C
ENSG00000013725.14	CD6
ENSG00000178104.19	PDE4DIP
ENSG00000117748.10	RPA2
ENSG00000176293.19	ZNF135
ENSG00000181752.3	OR8K5
ENSG00000178217.14	SH2D4B
ENSG00000213563.6	C8orf82
ENSG00000110717.13	NDUFS8
ENSG00000181761.5	OR8H3
ENSG00000133030.21	MPRIP
ENSG00000174238.14	PITPNA
ENSG00000179136.7	LINC00670
ENSG00000181767.3	OR8H2
ENSG00000178952.11	TUFM
ENSG00000177683.14	THAP5
ENSG00000152455.15	SUV39H2
ENSG00000059769.20	DNAJC25
ENSG00000179144.5	GIMAP7
ENSG00000181780.4	OR5J1P
ENSG00000139323.14	POC1B
ENSG00000168395.15	ING5
ENSG00000181785.2	OR5AS1
ENSG00000179362.14	HMGN2P46
ENSG00000102984.15	ZNF821
ENSG00000178301.3	AQP11
ENSG00000151687.14	ANKAR
ENSG00000104825.17	NFKBIB
ENSG00000144591.18	GMPPA
ENSG00000177675.8	CD163L1
ENSG00000181610.13	MRPS23
ENSG00000178460.18	MCMDC2
ENSG00000133106.14	EPSTI1
ENSG00000105325.14	FZR1
ENSG00000136982.6	DSCC1
ENSG00000168014.16	C2CD3
ENSG00000116584.18	ARHGEF2
ENSG00000160963.14	COL26A1
ENSG00000182013.18	PNMA8A
ENSG00000111271.14	ACAD10
ENSG00000164330.17	EBF1
ENSG00000166444.19	ST5
ENSG00000153786.12	ZDHHC7
ENSG00000130703.16	OSBPL2
ENSG00000007171.17	NOS2
ENSG00000177340.5	AC024940.1
ENSG00000178660.6	ARMC10P1
ENSG00000100033.16	PRODH
ENSG00000179997.8	AC010894.1
ENSG00000177706.9	FAM20C
ENSG00000026103.22	FAS
ENSG00000010361.13	FUZ
ENSG00000178149.17	DALRD3
ENSG00000159200.18	RCAN1
ENSG00000179523.5	EIF3J-DT
ENSG00000178974.10	FBXO34
ENSG00000117262.19	GPR89A
ENSG00000171962.17	DRC3
ENSG00000103496.15	STX4
ENSG00000179813.7	FAM216B
ENSG00000064042.18	LIMCH1
ENSG00000011143.16	MKS1
ENSG00000179066.8	AC020907.1
ENSG00000197976.12	AKAP17A
ENSG00000138668.19	HNRNPD
ENSG00000107614.22	TRDMT1
ENSG00000176495.3	OR5AN1
ENSG00000251669.5	FAM86EP
ENSG00000213801.4	ZNF321P
ENSG00000176593.8	AC008969.1
ENSG00000143248.13	RGS5
ENSG00000177673.3	TEX44
ENSG00000162885.13	B3GALNT2
ENSG00000125945.15	ZNF436
ENSG00000180535.3	BHLHA15
ENSG00000175564.13	UCP3
ENSG00000176515.1	AL033381.1
ENSG00000112624.12	BICRAL
ENSG00000180573.9	HIST1H2AC
ENSG00000236761.5	CTAGE9
ENSG00000183826.18	BTBD9
ENSG00000159259.8	CHAF1B
ENSG00000181826.10	RELL1
ENSG00000121057.13	AKAP1
ENSG00000170581.14	STAT2
ENSG00000176340.4	COX8A
ENSG00000181830.8	SLC35C1
ENSG00000166441.13	RPL27A
ENSG00000179600.3	GPHB5
ENSG00000132141.14	CCT6B
ENSG00000157335.20	CLEC18C
ENSG00000188092.14	GPR89B
ENSG00000178950.17	GAK
ENSG00000134138.20	MEIS2
ENSG00000253729.7	PRKDC
ENSG00000181004.10	BBS12
ENSG00000181649.8	PHLDA2
ENSG00000176472.10	ZNF575
ENSG00000180610.10	ZBTB12BP
ENSG00000171121.16	KCNMB3
ENSG00000185182.14	GOLGA8DP
ENSG00000111077.17	TNS2
ENSG00000163581.14	SLC2A2
ENSG00000179817.5	MRGPRX4
ENSG00000179157.4	RPS2P28
ENSG00000177728.17	TMEM94
ENSG00000181903.5	OR4C6
ENSG00000138468.16	SENP7
ENSG00000087269.16	NOP14
ENSG00000176782.2	DEFB104A
ENSG00000063978.16	RNF4
ENSG00000180846.8	CSNK1G2-AS1
ENSG00000100014.20	SPECC1L
ENSG00000180596.7	HIST1H2BC
ENSG00000177674.16	AGTRAP
ENSG00000074211.14	PPP2R2C
ENSG00000049192.15	ADAMTS6
ENSG00000123975.5	CKS2
ENSG00000176797.3	DEFB103A
ENSG00000120733.14	KDM3B
ENSG00000172785.18	CBWD1
ENSG00000177025.3	C19orf18
ENSG00000136908.17	DPM2
ENSG00000178764.8	ZHX2
ENSG00000177692.11	DNAJC28
ENSG00000163608.15	NEPRO
ENSG00000178789.9	CD300LB
ENSG00000180549.7	FUT7
ENSG00000141076.18	UTP4
ENSG00000147130.14	ZMYM3
ENSG00000135124.14	P2RX4
ENSG00000131042.14	LILRB2
ENSG00000179134.15	SAMD4B
ENSG00000181264.8	TMEM136
ENSG00000175967.4	FO393415.1
ENSG00000162729.14	IGSF8
ENSG00000178662.16	CSRNP3
ENSG00000179455.8	MKRN3
ENSG00000188612.12	SUMO2
ENSG00000243444.8	PALM2
ENSG00000177842.12	ZNF620
ENSG00000175691.9	ZNF77
ENSG00000170777.10	TPD52L3
ENSG00000187098.15	MITF
ENSG00000205643.11	CDPF1
ENSG00000176105.14	YES1
ENSG00000180353.11	HCLS1
ENSG00000179044.16	EXOC3L1
ENSG00000047315.16	POLR2B
ENSG00000179115.11	FARSA
ENSG00000146463.11	ZMYM4
ENSG00000181927.3	OR4P4
ENSG00000109111.15	SUPT6H
ENSG00000178694.10	NSUN3
ENSG00000178700.7	DHFR2
ENSG00000112276.14	BVES
ENSG00000181939.3	OR4C15
ENSG00000178921.14	PFAS
ENSG00000142621.19	FHAD1
ENSG00000007216.14	SLC13A2
ENSG00000173826.14	KCNH6
ENSG00000135317.13	SNX14
ENSG00000112339.14	HBS1L
ENSG00000158062.20	UBXN11
ENSG00000177873.13	ZNF619
ENSG00000165118.15	C9orf64
ENSG00000181958.4	OR4A15
ENSG00000175800.5	OR52B3P
ENSG00000181961.4	OR4A16
ENSG00000177570.14	SAMD12
ENSG00000072134.15	EPN2
ENSG00000140471.17	LINS1
ENSG00000181965.6	NEUROG1
ENSG00000004700.16	RECQL
ENSG00000196502.11	SULT1A1
ENSG00000196352.15	CD55
ENSG00000149292.16	TTC12
ENSG00000115368.10	WDR75
ENSG00000254093.9	PINX1
ENSG00000181789.14	COPG1
ENSG00000095370.20	SH2D3C
ENSG00000180287.16	PLD5
ENSG00000203761.5	MSTO2P
ENSG00000110497.14	AMBRA1
ENSG00000177971.8	IMP3
ENSG00000137076.21	TLN1
ENSG00000177721.4	ANXA2R
ENSG00000176454.14	LPCAT4
ENSG00000180708.5	OR10K2
ENSG00000176697.19	BDNF
ENSG00000181195.11	PENK
ENSG00000177725.5	AC105206.1
ENSG00000173369.16	C1QB
ENSG00000177733.6	HNRNPA0
ENSG00000177738.4	AC025171.1
ENSG00000164306.11	PRIMPOL
ENSG00000178934.4	LGALS7B
ENSG00000178997.11	EXD1
ENSG00000177946.6	CENPBD1
ENSG00000161692.18	DBF4B
ENSG00000180104.16	EXOC3
ENSG00000181656.7	GPR88
ENSG00000145901.15	TNIP1
ENSG00000176563.9	CNTD1
ENSG00000146063.20	TRIM41
ENSG00000140983.14	RHOT2
ENSG00000101638.13	ST8SIA5
ENSG00000178750.3	STX19
ENSG00000179151.13	EDC3
ENSG00000214754.3	AC004870.1
ENSG00000172780.16	RAB43
ENSG00000283706.2	PRSS50
ENSG00000090905.19	TNRC6A
ENSG00000135248.15	FAM71F1
ENSG00000180440.4	SERTM1
ENSG00000130413.15	STK33
ENSG00000171865.10	RNASEH1
ENSG00000020181.17	ADGRA2
ENSG00000178363.4	CALML3
ENSG00000092871.16	RFFL
ENSG00000016391.11	CHDH
ENSG00000066735.14	KIF26A
ENSG00000171723.15	GPHN
ENSG00000196611.5	MMP1
ENSG00000021574.12	SPAST
ENSG00000180329.14	CCDC43
ENSG00000182010.11	RTKN2
ENSG00000182021.10	AL591379.1
ENSG00000177822.8	TENM3-AS1
ENSG00000128581.16	IFT22
ENSG00000180340.6	FZD2
ENSG00000150048.10	CLEC1A
